season,season_type,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,OFF_RATING,DEF_RATING,NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,PACE,PIE,source
2025-26,Regular Season,,Mason Plumlee,,,,3.0,,,,12.0,,,,,,,,,,,,1.0,6.9,,,basketball-reference
2025-26,Regular Season,,Mark Sears,,,,2.0,,,,12.0,,,,,,,,,,,,0.602,27.2,,,basketball-reference
2025-26,Regular Season,,Harrison Ingram,,,,3.0,,,,11.0,,,,,,,,,,,,0.833,11.6,,,basketball-reference
2025-26,Regular Season,,David Jones García,,,,3.0,,,,11.0,,,,,,,,,,,,0.541,32.2,,,basketball-reference
2025-26,Regular Season,,Ron Harper Jr.,,,,2.0,,,,11.0,,,,,,,,,,,,0.2,19.3,,,basketball-reference
2025-26,Regular Season,,Jahmir Young,,,,2.0,,,,10.0,,,,,,,,,,,,0.333,16.4,,,basketball-reference
2025-26,Regular Season,,Jacob Toppin,,,,3.0,,,,9.0,,,,,,,,,,,,0.75,18.8,,,basketball-reference
2025-26,Regular Season,,Kobe Sanders,,,,2.0,,,,9.0,,,,,,,,,,,,0.25,24.7,,,basketball-reference
2025-26,Regular Season,,Kevin Porter Jr.,,,,1.0,,,,9.0,,,,,,,,,,,,0.85,27.9,,,basketball-reference
2025-26,Regular Season,,Riley Minix,,,,3.0,,,,8.0,,,,,,,,,,,,0.75,32.0,,,basketball-reference
2025-26,Regular Season,,Trey Jemison,,,,1.0,,,,8.0,,,,,,,,,,,,nan,0.0,,,basketball-reference
2025-26,Regular Season,,Hunter Sallis,,,,3.0,,,,7.0,,,,,,,,,,,,1.0,17.5,,,basketball-reference
2025-26,Regular Season,,Chris Mañon,,,,2.0,,,,7.0,,,,,,,,,,,,0.0,6.1,,,basketball-reference
2025-26,Regular Season,,Nae'Qwan Tomlin,,,,2.0,,,,7.0,,,,,,,,,,,,0.615,28.2,,,basketball-reference
2025-26,Regular Season,,Amari Williams,,,,2.0,,,,7.0,,,,,,,,,,,,0.5,12.1,,,basketball-reference
2025-26,Regular Season,,Colby Jones,,,,1.0,,,,7.0,,,,,,,,,,,,0.333,17.4,,,basketball-reference
2025-26,Regular Season,,Johni Broome,,,,2.0,,,,6.0,,,,,,,,,,,,0.4,34.1,,,basketball-reference
2025-26,Regular Season,,Christian Koloko,,,,2.0,,,,6.0,,,,,,,,,,,,nan,0.0,,,basketball-reference
2025-26,Regular Season,,Tolu Smith,,,,1.0,,,,6.0,,,,,,,,,,,,0.777,54.6,,,basketball-reference
2025-26,Regular Season,,Hunter Dickinson,,,,1.0,,,,5.0,,,,,,,,,,,,0.5,33.8,,,basketball-reference
2025-26,Regular Season,,Sharife Cooper,,,,2.0,,,,4.0,,,,,,,,,,,,nan,10.3,,,basketball-reference
2025-26,Regular Season,,DaRon Holmes,,,,2.0,,,,4.0,,,,,,,,,,,,1.5,10.5,,,basketball-reference
2025-26,Regular Season,,Koby Brea,,,,1.0,,,,4.0,,,,,,,,,,,,0.694,30.2,,,basketball-reference
2025-26,Regular Season,,Danny Wolf,,,,1.0,,,,4.0,,,,,,,,,,,,0.0,10.4,,,basketball-reference
2025-26,Regular Season,,Myron Gardner,,,,1.0,,,,3.0,,,,,,,,,,,,1.5,13.7,,,basketball-reference
2025-26,Regular Season,,Kyle Lowry,,,,1.0,,,,3.0,,,,,,,,,,,,1.5,13.6,,,basketball-reference
2025-26,Regular Season,,Thanasis Antetokounmpo,,,,1.0,,,,2.0,,,,,,,,,,,,0.0,21.4,,,basketball-reference
2025-26,Regular Season,,Miles Kelly,,,,1.0,,,,2.0,,,,,,,,,,,,nan,21.0,,,basketball-reference
2025-26,Regular Season,,Orlando Robinson,,,,1.0,,,,2.0,,,,,,,,,,,,nan,0.0,,,basketball-reference
2025-26,Regular Season,,League Average,,,,nan,,,,nan,,,,,,,,,,,,0.582,19.9,,,basketball-reference
